,id,scientificName,scientificNameAuthorship,decimalLongitude,decimalLatitude,scientificNameID,absence,aphiaID,basisOfRecord,brackish,category,class,classid,continent,country,dataset_id,family,familyid,genus,genusid,higherGeography,identificationReferences,kingdom,kingdomid,locality,marine,node_id,occurrenceID,order,orderid,originalScientificName,phylum,phylumid,sampleSizeUnit,samplingProtocol,species,speciesid,subphylum,subphylumid,superclass,superclassid,terrestrial,waterBody,year,flags
16022,aeef9925-9a85-4f46-9cc8-22301e4ea097,Phoca vitulina,"Linnaeus, 1758",-161.75,58.58333,urn:lsid:marinespecies.org:taxname:137084,False,137084,HumanObservation,True,,Mammalia,1837,North America,United States,19119a0f-92f3-4662-85c5-30f8472067cf,Phocidae,136976.0,Phoca,137010.0,United States,"{Jemison, 2006 #1406}",Animalia,2,"Nanvak Island, Alaska",True,"[""da50007b-7871-46cf-8530-441b5836d2c1""]",M_5081_2009,Carnivora,2687.0,Phoca vitulina,Chordata,1821,number of seals,land-based counts,Phoca vitulina,137084.0,Vertebrata,146419,Tetrapoda,1831,,Pacific north temperate,2009,no_depth
16023,aeefa8d1-3318-4958-81cb-eecefa027bc1,Ursus maritimus,"Phipps, 1774",-88.5,63.16667,urn:lsid:marinespecies.org:taxname:137085,False,137085,HumanObservation,,VU,Mammalia,1837,North America,Canada,19119a0f-92f3-4662-85c5-30f8472067cf,Ursidae,136977.0,Ursus,137011.0,Canada,"{Aars, 2005 #1802}",Animalia,2,Western Hudson Bay population,True,"[""da50007b-7871-46cf-8530-441b5836d2c1""]",M_8076_1995,Carnivora,2687.0,Ursus maritimus,Chordata,1821,Population size,Capture-recapture data modelled,Ursus maritimus,137085.0,Vertebrata,146419,Tetrapoda,1831,,Arctic,1995,no_depth
16024,aef34395-54c4-4517-b66b-67c06e0418b0,Eumetopias jubatus,"(Schreber, 1776)",-176.22111,51.80917,urn:lsid:marinespecies.org:taxname:254999,False,254999,HumanObservation,,NT,Mammalia,1837,North America,United States,19119a0f-92f3-4662-85c5-30f8472067cf,Otariidae,231386.0,Eumetopias,254998.0,United States,"{Wynne, 2005 #1118}",Animalia,2,Western Aleutian Islands,True,"[""da50007b-7871-46cf-8530-441b5836d2c1""]",M_2208_1982,Carnivora,2687.0,Eumetopias jubatus,Chordata,1821,Number of individuals,Aerial surveys,Eumetopias jubatus,254999.0,Vertebrata,146419,Tetrapoda,1831,,Pacific north temperate,1982,no_depth
16027,aef80b63-ffb2-473b-9b5d-900db604998b,Balaena mysticetus,"Linnaeus, 1758",-165.58333,71.32306,urn:lsid:marinespecies.org:taxname:137086,False,137086,HumanObservation,,,Mammalia,1837,North America,United States,19119a0f-92f3-4662-85c5-30f8472067cf,Balaenidae,136978.0,Balaena,137012.0,United States,"{Angliss, 2006 #1434}",Animalia,2,"Western Arctic stock, Alaska (aka Bering-Chukchi-Beaufort stock).",True,"[""da50007b-7871-46cf-8530-441b5836d2c1""]",M_2186_1963,Cetartiodactyla,370511.0,Balaena mysticetus,Chordata,1821,Number of individuals,Estimate from ice based census counts.,Balaena mysticetus,137086.0,Vertebrata,146419,Tetrapoda,1831,,Arctic,1963,no_depth
16048,af2c4070-3b5c-4864-8e9c-d3eddcfb7aa4,Balaenoptera acutorostrata,"LacǸp��de, 1804",-170.0,57.0,urn:lsid:marinespecies.org:taxname:137087,False,137087,HumanObservation,,,Mammalia,1837,North America,United States,19119a0f-92f3-4662-85c5-30f8472067cf,Balaenopteridae,136979.0,Balaenoptera,137013.0,United States,"{Baretta, 1994 #1685}",Animalia,2,"Pribilof Isalnds, Bering Sea",True,"[""da50007b-7871-46cf-8530-441b5836d2c1""]",M_6420_1999,Cetartiodactyla,370511.0,Balaenoptera acutorostrata,Chordata,1821,Frequency of sightings of group per year,boat based survey,Balaenoptera acutorostrata,137087.0,Vertebrata,146419,Tetrapoda,1831,,Pacific north temperate,1999,no_depth
16049,af2e2a62-9c5b-4f16-99a7-ed10b6af31aa,Ursus maritimus,"Phipps, 1774",-179.715,71.18861,urn:lsid:marinespecies.org:taxname:137085,False,137085,HumanObservation,,VU,Mammalia,1837,Asia,Russian Federation,19119a0f-92f3-4662-85c5-30f8472067cf,Ursidae,136977.0,Ursus,137011.0,Russian Federation,"{Derocher, 1997 #924}",Animalia,2,Wrangel Island State Nature Reserve,True,"[""da50007b-7871-46cf-8530-441b5836d2c1""]",M_4633_1977,Carnivora,2687.0,Ursus maritimus,Chordata,1821,No of Polar bear dens/100km,aerial and ground transect surveys,Ursus maritimus,137085.0,Vertebrata,146419,Tetrapoda,1831,,Arctic,1977,"no_depth,on_land"
16060,af548abb-ccbb-46c9-ac88-dbf2d4dc256b,Balaenoptera physalus,"(Linnaeus, 1758)",-18.0,66.33333,urn:lsid:marinespecies.org:taxname:137091,False,137091,HumanObservation,,VU,Mammalia,1837,Europe,Iceland,19119a0f-92f3-4662-85c5-30f8472067cf,Balaenopteridae,136979.0,Balaenoptera,137013.0,Iceland,"{Pike, 2005 #1125}",Animalia,2,Icelandic coastal waters,True,"[""da50007b-7871-46cf-8530-441b5836d2c1""]",M_1947_1982,Cetartiodactyla,370511.0,Balaenoptera physalus,Chordata,1821,Individuals,Primary sightings from aerial surveys,Balaenoptera physalus,137091.0,Vertebrata,146419,Tetrapoda,1831,,Arctic,1982,no_depth
16065,af5d0978-61ff-4a2c-b375-1466dc6b72b6,Ursus maritimus,"Phipps, 1774",-125.73556,75.37972,urn:lsid:marinespecies.org:taxname:137085,False,137085,HumanObservation,,VU,Mammalia,1837,North America,Canada,19119a0f-92f3-4662-85c5-30f8472067cf,Ursidae,136977.0,Ursus,137011.0,Canada,"{Stirling, 2007 #1806}",Animalia,2,Northern beaufort sea population,True,"[""da50007b-7871-46cf-8530-441b5836d2c1""]",M_8084_1984,Carnivora,2687.0,Ursus maritimus,Chordata,1821,Population estimate,Modelled estimated during intensive capture years,Ursus maritimus,137085.0,Vertebrata,146419,Tetrapoda,1831,,Arctic,1984,no_depth
16074,af7bb7d6-77c8-4b32-9135-5e0354fba3a1,Enhydra lutris,"Linnaeus, 1758",166.27306,55.00083,urn:lsid:marinespecies.org:taxname:242598,False,242598,HumanObservation,,EN,Mammalia,1837,Asia,Russian Federation,19119a0f-92f3-4662-85c5-30f8472067cf,Mustelidae,136974.0,Enhydra,242597.0,Russian Federation,"{Bodkin, 1995 #540}",Animalia,2,"Bering Island, Russia",True,"[""da50007b-7871-46cf-8530-441b5836d2c1""]",M_2196_1959,Carnivora,2687.0,Enhydra lutris,Chordata,1821,Number of individuals,"Surveys from skiffs, airplanes, and helicopters",Enhydra lutris,242598.0,Vertebrata,146419,Tetrapoda,1831,,Pacific north temperate,1959,"no_depth,on_land"
16081,af915751-d1d3-4949-b085-9917a5d8674c,Ursus maritimus,"Phipps, 1774",-125.73556,75.37972,urn:lsid:marinespecies.org:taxname:137085,False,137085,HumanObservation,,VU,Mammalia,1837,North America,Canada,19119a0f-92f3-4662-85c5-30f8472067cf,Ursidae,136977.0,Ursus,137011.0,Canada,"{Stirling, 2007 #1806}",Animalia,2,Northern beaufort sea population,True,"[""da50007b-7871-46cf-8530-441b5836d2c1""]",M_8084_1968,Carnivora,2687.0,Ursus maritimus,Chordata,1821,Population estimate,Modelled estimated during intensive capture years,Ursus maritimus,137085.0,Vertebrata,146419,Tetrapoda,1831,,Arctic,1968,no_depth
16090,afa4f123-92c5-4cf2-904b-b00558a13bac,Eumetopias jubatus,"(Schreber, 1776)",-152.31472,56.16583,urn:lsid:marinespecies.org:taxname:254999,False,254999,HumanObservation,,NT,Mammalia,1837,North America,United States,19119a0f-92f3-4662-85c5-30f8472067cf,Otariidae,231386.0,Eumetopias,254998.0,United States,"{Fritz, 2005 #1123}, Updated with {Allen, 2009 #2291}",Animalia,2,"Western stock, Alaska",True,"[""da50007b-7871-46cf-8530-441b5836d2c1""]",M_2211_2005,Carnivora,2687.0,Eumetopias jubatus,Chordata,1821,Number of individuals,Direct observ. Counts,Eumetopias jubatus,254999.0,Vertebrata,146419,Tetrapoda,1831,,Pacific north temperate,2005,no_depth
16091,afa62ea8-2c31-4ee8-818b-30234c0cd945,Enhydra lutris,"Linnaeus, 1758",-162.01667,54.86667,urn:lsid:marinespecies.org:taxname:242598,False,242598,HumanObservation,,EN,Mammalia,1837,North America,United States,19119a0f-92f3-4662-85c5-30f8472067cf,Mustelidae,136974.0,Enhydra,242597.0,United States,"{Burn, 2005 #2259}",Animalia,2,"South Alaska Peninsula, coastline of 22 islands",True,"[""da50007b-7871-46cf-8530-441b5836d2c1""]",M_9806_1994,Carnivora,2687.0,Enhydra lutris,Chordata,1821,Density (total otters per kilometer squared),Arial survey (coastal lengths),Enhydra lutris,242598.0,Vertebrata,146419,Tetrapoda,1831,,Arctic,1994,no_depth
16093,afabbac2-a6d9-4384-8b2c-fc502c01a70d,Phoca vitulina,"Linnaeus, 1758",19.90361,63.30278,urn:lsid:marinespecies.org:taxname:137084,False,137084,HumanObservation,True,,Mammalia,1837,Europe,Sweden,19119a0f-92f3-4662-85c5-30f8472067cf,Phocidae,136976.0,Phoca,137010.0,Sweden,"{Normander, 2009 #1846}",Animalia,2,Northern Sweden,True,"[""da50007b-7871-46cf-8530-441b5836d2c1""]",M_8322_1996,Carnivora,2687.0,Phoca vitulina,Chordata,1821,Number of Individuals,Unknown,Phoca vitulina,137084.0,Vertebrata,146419,Tetrapoda,1831,,Atlantic north temperate,1996,no_depth
16102,afbcffc5-dad8-472c-a36d-f8b4590d37d0,Balaenoptera borealis,"Lesson, 1828",-18.0,66.33333,urn:lsid:marinespecies.org:taxname:137088,False,137088,HumanObservation,,EN,Mammalia,1837,Europe,Iceland,19119a0f-92f3-4662-85c5-30f8472067cf,Balaenopteridae,136979.0,Balaenoptera,137013.0,Iceland,"{Pike, 2005 #1125}",Animalia,2,Icelandic coastal waters,True,"[""da50007b-7871-46cf-8530-441b5836d2c1""]",M_1943_1969,Cetartiodactyla,370511.0,Balaenoptera borealis,Chordata,1821,Individuals,Primary sightings from aerial surveys,Balaenoptera borealis,137088.0,Vertebrata,146419,Tetrapoda,1831,,Arctic,1969,no_depth
16106,afc826ff-fcdb-4ed1-b584-cc1a2cce024a,Ursus maritimus,"Phipps, 1774",-179.715,71.18861,urn:lsid:marinespecies.org:taxname:137085,False,137085,HumanObservation,,VU,Mammalia,1837,Asia,Russian Federation,19119a0f-92f3-4662-85c5-30f8472067cf,Ursidae,136977.0,Ursus,137011.0,Russian Federation,"{Derocher, 1997 #924}",Animalia,2,Wrangel Island State Nature Reserve,True,"[""da50007b-7871-46cf-8530-441b5836d2c1""]",M_4633_1993,Carnivora,2687.0,Ursus maritimus,Chordata,1821,No of Polar bear dens/100km,aerial and ground transect surveys,Ursus maritimus,137085.0,Vertebrata,146419,Tetrapoda,1831,,Arctic,1993,"no_depth,on_land"
16110,afce430f-2c3e-43c8-9d84-7f8117629cb8,Eumetopias jubatus,"(Schreber, 1776)",-176.22111,51.80917,urn:lsid:marinespecies.org:taxname:254999,False,254999,HumanObservation,,NT,Mammalia,1837,North America,United States,19119a0f-92f3-4662-85c5-30f8472067cf,Otariidae,231386.0,Eumetopias,254998.0,United States,"{Wynne, 2005 #1118}",Animalia,2,Western Aleutian Islands,True,"[""da50007b-7871-46cf-8530-441b5836d2c1""]",M_2208_2006,Carnivora,2687.0,Eumetopias jubatus,Chordata,1821,Number of individuals,Aerial surveys,Eumetopias jubatus,254999.0,Vertebrata,146419,Tetrapoda,1831,,Pacific north temperate,2006,no_depth
16113,afda3db9-9d46-495b-93e0-55dde361b29a,Monodon monoceros,"Linnaeus, 1758",-88.0,60.0,urn:lsid:marinespecies.org:taxname:137116,False,137116,HumanObservation,,,Mammalia,1837,North America,Canada,19119a0f-92f3-4662-85c5-30f8472067cf,Monodontidae,136983.0,Monodon,137030.0,Canada,"{COSEWIC, 2004 #721}",Animalia,2,"Hudson Bay, Canada",True,"[""da50007b-7871-46cf-8530-441b5836d2c1""]",M_4320_1990,Cetartiodactyla,370511.0,Monodon monoceros,Chordata,1821,Individuals,Aerial survey - population estimate,Monodon monoceros,137116.0,Vertebrata,146419,Tetrapoda,1831,,Arctic,1990,no_depth
16121,aff1897f-b762-4372-beb1-87240e3550b4,Ursus maritimus,"Phipps, 1774",-88.5,63.16667,urn:lsid:marinespecies.org:taxname:137085,False,137085,HumanObservation,,VU,Mammalia,1837,North America,Canada,19119a0f-92f3-4662-85c5-30f8472067cf,Ursidae,136977.0,Ursus,137011.0,Canada,"{Stirling, 1999 #847}",Animalia,2,Western Hudson Bay,True,"[""da50007b-7871-46cf-8530-441b5836d2c1""]",M_4544_1969,Carnivora,2687.0,Ursus maritimus,Chordata,1821,Population size,Unspecified,Ursus maritimus,137085.0,Vertebrata,146419,Tetrapoda,1831,,Arctic,1969,no_depth
16122,aff34199-1c2d-49ee-a1b8-cad5c9b51314,Balaenoptera physalus,"(Linnaeus, 1758)",-47.0,60.13333,urn:lsid:marinespecies.org:taxname:137091,False,137091,HumanObservation,,VU,Mammalia,1837,Europe,Greenland,19119a0f-92f3-4662-85c5-30f8472067cf,Balaenopteridae,136979.0,Balaenoptera,137013.0,Greenland,"{Meredith, 1988 #527}",Animalia,2,Greenland,True,"[""da50007b-7871-46cf-8530-441b5836d2c1""]",M_1945_1998,Cetartiodactyla,370511.0,Balaenoptera physalus,Chordata,1821,Individuals,Unknown,Balaenoptera physalus,137091.0,Vertebrata,146419,Tetrapoda,1831,,Arctic,1998,no_depth
16123,aff3a93c-f1ba-4e65-88f6-45c148f9fa25,Ursus maritimus,"Phipps, 1774",179.43,51.65,urn:lsid:marinespecies.org:taxname:137085,False,137085,HumanObservation,,VU,Mammalia,1837,North America,United States,19119a0f-92f3-4662-85c5-30f8472067cf,Ursidae,136977.0,Ursus,137011.0,United States,"{U.S. Fish and Wildlife Service, 2002 #1085} updated with {NOAA, 2010 #2290}",Animalia,2,Chukchi/Bering Sea Stock,True,"[""da50007b-7871-46cf-8530-441b5836d2c1""]",M_2232_1967,Carnivora,2687.0,Ursus maritimus,Chordata,1821,Number of individuals,Unknown,Ursus maritimus,137085.0,Vertebrata,146419,Tetrapoda,1831,,Pacific north temperate,1967,no_depth
16125,affb4841-5ceb-4750-a479-c16fc1a05b92,Balaenoptera acutorostrata,"LacǸp��de, 1804",-18.0,66.33333,urn:lsid:marinespecies.org:taxname:137087,False,137087,HumanObservation,,,Mammalia,1837,Europe,Iceland,19119a0f-92f3-4662-85c5-30f8472067cf,Balaenopteridae,136979.0,Balaenoptera,137013.0,Iceland,"{Pike, 2005 #1125}",Animalia,2,Icelandic coastal waters,True,"[""da50007b-7871-46cf-8530-441b5836d2c1""]",M_1941_2010,Cetartiodactyla,370511.0,Balaenoptera acutorostrata,Chordata,1821,Individuals,Primary sightings from aerial surveys,Balaenoptera acutorostrata,137087.0,Vertebrata,146419,Tetrapoda,1831,,Arctic,2010,no_depth
16128,b000e6ed-fca5-4740-ab2d-ab2776127a4c,Enhydra lutris,"Linnaeus, 1758",173.13167,52.80056,urn:lsid:marinespecies.org:taxname:242598,False,242598,HumanObservation,,EN,Mammalia,1837,North America,United States,19119a0f-92f3-4662-85c5-30f8472067cf,Mustelidae,136974.0,Enhydra,242597.0,United States,"{DOROFF, 2003 #1276}",Animalia,2,"Near Islands, Aleutian Islands, Alaska.",True,"[""da50007b-7871-46cf-8530-441b5836d2c1""]",M_4804_1973,Carnivora,2687.0,Enhydra lutris,Chordata,1821,number of individuals,aerial survey,Enhydra lutris,242598.0,Vertebrata,146419,Tetrapoda,1831,,Pacific north temperate,1973,"no_depth,on_land"
16146,b025193b-46b8-4c0a-8d83-9a0e50f231c9,Enhydra lutris,"Linnaeus, 1758",178.30278,51.78806,urn:lsid:marinespecies.org:taxname:242598,False,242598,HumanObservation,,EN,Mammalia,1837,North America,United States,19119a0f-92f3-4662-85c5-30f8472067cf,Mustelidae,136974.0,Enhydra,242597.0,United States,"{DOROFF, 2003 #1276}",Animalia,2,"Rat Islands, Aleutian Islands, Alaska",True,"[""da50007b-7871-46cf-8530-441b5836d2c1""]",M_4805_1964,Carnivora,2687.0,Enhydra lutris,Chordata,1821,number of individuals,aerial survey,Enhydra lutris,242598.0,Vertebrata,146419,Tetrapoda,1831,,Pacific north temperate,1964,"no_depth,on_land"
16147,b0259bc5-084b-4727-a8dd-ef68ece7e22c,Orcinus orca,"Linnaeus, 1758",-170.0,57.0,urn:lsid:marinespecies.org:taxname:137102,False,137102,HumanObservation,,,Mammalia,1837,North America,United States,19119a0f-92f3-4662-85c5-30f8472067cf,Delphinidae,136980.0,Orcinus,137021.0,United States,"{Baretta, 1994 #1685}",Animalia,2,"Pribilof Isalnds, Bering Sea",True,"[""da50007b-7871-46cf-8530-441b5836d2c1""]",M_6423_1997,Cetartiodactyla,370511.0,Orcinus orca,Chordata,1821,Frequency of groups sighted,boat based survey,Orcinus orca,137102.0,Vertebrata,146419,Tetrapoda,1831,,Pacific north temperate,1997,no_depth
16151,b03584bd-d6c2-4611-96a3-8f762532bd1b,Enhydra lutris,"Linnaeus, 1758",-163.76667,55.2,urn:lsid:marinespecies.org:taxname:242598,False,242598,HumanObservation,,EN,Mammalia,1837,North America,United States,19119a0f-92f3-4662-85c5-30f8472067cf,Mustelidae,136974.0,Enhydra,242597.0,United States,"{Burn, 2005 #2259}",Animalia,2,"North Alaskan Peninsula, southwest (offshore)",True,"[""da50007b-7871-46cf-8530-441b5836d2c1""]",M_9803_1951,Carnivora,2687.0,Enhydra lutris,Chordata,1821,Estimated abundance,Arial survey (strip transects),Enhydra lutris,242598.0,Vertebrata,146419,Tetrapoda,1831,,Arctic,1951,no_depth
16158,b0444d51-c2b9-474a-b108-6dd1460054dd,Megaptera novaeangliae,"Borowski, 1781",-18.0,66.33333,urn:lsid:marinespecies.org:taxname:137092,False,137092,HumanObservation,,,Mammalia,1837,Europe,Iceland,19119a0f-92f3-4662-85c5-30f8472067cf,Balaenopteridae,136979.0,Megaptera,137014.0,Iceland,"{Pike, 2005 #1125}",Animalia,2,Icelandic coastal waters,True,"[""da50007b-7871-46cf-8530-441b5836d2c1""]",M_2009_1971,Cetartiodactyla,370511.0,Megaptera novaeangliae,Chordata,1821,Individuals,Primary sightings from aerial surveys,Megaptera novaeangliae,137092.0,Vertebrata,146419,Tetrapoda,1831,,Arctic,1971,no_depth
16162,b04ac501-ff43-4831-8b31-30518150344a,Balaenoptera physalus,"(Linnaeus, 1758)",-170.0,57.0,urn:lsid:marinespecies.org:taxname:137091,False,137091,HumanObservation,,VU,Mammalia,1837,North America,United States,19119a0f-92f3-4662-85c5-30f8472067cf,Balaenopteridae,136979.0,Balaenoptera,137013.0,United States,"{Baretta, 1994 #1685}",Animalia,2,"Pribilof Isalnds, Bering Sea",True,"[""da50007b-7871-46cf-8530-441b5836d2c1""]",M_6415_1963,Cetartiodactyla,370511.0,Balaenoptera physalus,Chordata,1821,Frequency of group sightings,boat based surveys,Balaenoptera physalus,137091.0,Vertebrata,146419,Tetrapoda,1831,,Pacific north temperate,1963,no_depth
16167,b054d1db-ce14-4c95-b70c-84c5394279ec,Balaenoptera acutorostrata,"LacǸp��de, 1804",-18.0,66.33333,urn:lsid:marinespecies.org:taxname:137087,False,137087,HumanObservation,,,Mammalia,1837,Europe,Iceland,19119a0f-92f3-4662-85c5-30f8472067cf,Balaenopteridae,136979.0,Balaenoptera,137013.0,Iceland,"{Pike, 2005 #1125}",Animalia,2,Icelandic coastal waters,True,"[""da50007b-7871-46cf-8530-441b5836d2c1""]",M_1941_2000,Cetartiodactyla,370511.0,Balaenoptera acutorostrata,Chordata,1821,Individuals,Primary sightings from aerial surveys,Balaenoptera acutorostrata,137087.0,Vertebrata,146419,Tetrapoda,1831,,Arctic,2000,no_depth
16171,b05b53f0-901b-4673-b85a-7e2e9ce61cf1,Ursus maritimus,"Phipps, 1774",-125.73556,75.37972,urn:lsid:marinespecies.org:taxname:137085,False,137085,HumanObservation,,VU,Mammalia,1837,North America,Canada,19119a0f-92f3-4662-85c5-30f8472067cf,Ursidae,136977.0,Ursus,137011.0,Canada,"{Stirling, 2007 #1806}",Animalia,2,Northern beaufort sea population,True,"[""da50007b-7871-46cf-8530-441b5836d2c1""]",M_8084_2004,Carnivora,2687.0,Ursus maritimus,Chordata,1821,Population estimate,Modelled estimated during intensive capture years,Ursus maritimus,137085.0,Vertebrata,146419,Tetrapoda,1831,,Arctic,2004,no_depth
16175,b061a946-43d4-45d1-99e3-fc3f1b16a8cf,Eumetopias jubatus,"(Schreber, 1776)",-173.50056,52.09694,urn:lsid:marinespecies.org:taxname:254999,False,254999,HumanObservation,,NT,Mammalia,1837,North America,United States,19119a0f-92f3-4662-85c5-30f8472067cf,Otariidae,231386.0,Eumetopias,254998.0,United States,"{Wynne, 2005 #1118}",Animalia,2,Central Aleutian Islands,True,"[""da50007b-7871-46cf-8530-441b5836d2c1""]",M_2203_1978,Carnivora,2687.0,Eumetopias jubatus,Chordata,1821,Number of individuals,Aerial surveys,Eumetopias jubatus,254999.0,Vertebrata,146419,Tetrapoda,1831,,Pacific north temperate,1978,"no_depth,on_land"
16183,b07f4e7b-546f-4927-8cfa-9adf7c0611b1,Ursus maritimus,"Phipps, 1774",-150.00028,64.00028,urn:lsid:marinespecies.org:taxname:137085,False,137085,HumanObservation,,VU,Mammalia,1837,North America,United States,19119a0f-92f3-4662-85c5-30f8472067cf,Ursidae,136977.0,Ursus,137011.0,United States,"{U.S. Fish and Wildlife Service, 2002 #1085}",Animalia,2,Alaskan Stock,True,"[""da50007b-7871-46cf-8530-441b5836d2c1""]",M_2233_2007,Carnivora,2687.0,Ursus maritimus,Chordata,1821,population estimate,Unknown,Ursus maritimus,137085.0,Vertebrata,146419,Tetrapoda,1831,,Arctic,2007,"no_depth,on_land"
16185,b081d1b7-75f3-44d8-8a76-0faad14b50fd,Balaena mysticetus,"Linnaeus, 1758",-168.74028,63.70389,urn:lsid:marinespecies.org:taxname:137086,False,137086,HumanObservation,,,Mammalia,1837,North America,United States,19119a0f-92f3-4662-85c5-30f8472067cf,Balaenidae,136978.0,Balaena,137012.0,United States,"{Gotthardt, 2006 #1137}",Animalia,2,"Western Arctic stock, Alaska (aka Bering-Chukchi-Beaufort stock)",True,"[""da50007b-7871-46cf-8530-441b5836d2c1""]",M_2188_1997,Cetartiodactyla,370511.0,Balaena mysticetus,Chordata,1821,Number of individuals,unspecified,Balaena mysticetus,137086.0,Vertebrata,146419,Tetrapoda,1831,,Pacific north temperate,1997,no_depth
16189,b08506ee-8a69-4895-87df-f34442ae3576,Enhydra lutris,"Linnaeus, 1758",178.30278,51.78806,urn:lsid:marinespecies.org:taxname:242598,False,242598,HumanObservation,,EN,Mammalia,1837,North America,United States,19119a0f-92f3-4662-85c5-30f8472067cf,Mustelidae,136974.0,Enhydra,242597.0,United States,"{DOROFF, 2003 #1276}",Animalia,2,"Rat Islands, Aleutian Islands, Alaska",True,"[""da50007b-7871-46cf-8530-441b5836d2c1""]",M_4805_1986,Carnivora,2687.0,Enhydra lutris,Chordata,1821,number of individuals,aerial survey,Enhydra lutris,242598.0,Vertebrata,146419,Tetrapoda,1831,,Pacific north temperate,1986,"no_depth,on_land"
16196,b0917284-e9b1-49d7-a3e9-df3a2aa3c505,Callorhinus ursinus,"Linnaeus, 1758",-169.6,56.56667,urn:lsid:marinespecies.org:taxname:254997,False,254997,HumanObservation,,VU,Mammalia,1837,North America,United States,19119a0f-92f3-4662-85c5-30f8472067cf,Otariidae,231386.0,Callorhinus,254996.0,United States,"{Towell, 2008 #2295}",Animalia,2,"St. George Island (in the Pribilof Islands part of the Aleutian Islands), Alaska",True,"[""da50007b-7871-46cf-8530-441b5836d2c1""]",M_9808_1989,Carnivora,2687.0,Callorhinus ursinus,Chordata,1821,number of individuals,Adult male direct count,Callorhinus ursinus,254997.0,Vertebrata,146419,Tetrapoda,1831,,Pacific north temperate,1989,"no_depth,on_land"
